type,date_or_id,title,summary
"minefield","computed-midfielders-career-assists","Midfielders with Career assists ≥ 92 (computed snapshot, as of dataset refresh)","Lee Jae-sung✗(74 assists) | Marco Reus✓(150 assists) | Kevin De Bruyne✓(215 assists) | Joshua Kimmich✓(130 assists) | Henrikh Mkhitaryan✗(78 assists) | Hakan Çalhanoğlu✓(122 assists) | Bruno Fernandes✓(181 assists) | Thomas Müller✓(244 assists) | Christian Eriksen✗(86 assists) | Jack Grealish✓(92 assists) | Bernardo Silva✓(106 assists) | Mario Götze✓(105 assists) | Ángel Di María✓(222 assists) | Mikel Merino✗(79 assists) | Harry Wilson✗(80 assists) | Luka Modrić✗(90 assists)"
"minefield","computed-netherlands-career-assists","Netherlands with Career assists ≥ 27 (computed snapshot, as of dataset refresh)","Jeremie Frimpong✓(31 assists) | Mats Wieffer✗(26 assists) | Justin Kluivert✓(40 assists) | Ryan Gravenberch✓(40 assists) | Teun Koopmeiners✓(40 assists) | Frenkie de Jong✓(29 assists) | Branco van den Boomen✓(45 assists) | Martijn Kaars✗(22 assists) | Cody Gakpo✓(56 assists) | Zian Flemming✓(27 assists) | Thijs Dallinga✗(21 assists) | Brian Brobbey✓(31 assists) | Jordan Teze✗(25 assists) | Joshua Zirkzee✗(21 assists) | Crysencio Summerville✓(30 assists) | Jurgen Ekkelenkamp✗(24 assists)"
"minefield","computed-italy-career-goals","Italy with Career goals ≥ 48 (computed snapshot, as of dataset refresh)","Riccardo Orsolini✓(80 goals) | Davide Frattesi✗(39 goals) | Stephan El Shaarawy✓(112 goals) | Domenico Berardi✓(146 goals) | Rolando Mandragora✗(38 goals) | Gianluca Scamacca✓(62 goals) | Lorenzo Pellegrini✓(48 goals) | Federico Chiesa✓(80 goals) | Bryan Cristante✗(40 goals) | Mattia Zaccagni✗(47 goals) | Moise Kean✓(92 goals) | Nicolò Zaniolo✗(43 goals) | Matteo Politano✓(75 goals) | Vincenzo Grifo✓(112 goals) | Federico Bernardeschi✓(84 goals) | Roberto Piccoli✗(45 goals)"
"minefield","computed-spain-career-goals","Spain with Career goals ≥ 63 (computed snapshot, as of dataset refresh)","Isaac Romero✗(55 goals) | Ayoze Pérez✓(103 goals) | Gerard Moreno✓(143 goals) | Ferran Torres✓(122 goals) | Pedro✓(119 goals) | Sergio Ramos✓(109 goals) | Mikel Oyarzabal✓(130 goals) | Dani Olmo✗(60 goals) | Koke✗(49 goals) | Pablo Fornals✗(40 goals) | Isco✓(68 goals) | Alejandro Grimaldo✓(63 goals) | Gorka Guruzeta✓(75 goals) | Hugo Duro✓(67 goals) | Oihan Sancet✗(48 goals) | Álex Berenguer✗(51 goals)"
"minefield","computed-croatia-career-assists","Croatia with Career assists ≥ 14 (computed snapshot, as of dataset refresh)","Kristijan Jakić✗(6 assists) | Nikola Moro✗(11 assists) | Martin Baturina✓(29 assists) | Luka Modrić✓(90 assists) | Josip Juranović✓(20 assists) | Mario Pašalić✓(34 assists) | Igor Matanović✓(14 assists) | Nikola Vlašić✓(48 assists) | Andrej Kramarić✓(74 assists) | Josip Stanišić✓(18 assists) | Joško Gvardiol✗(5 assists) | Marin Ljubičić✓(14 assists) | Lovro Majer✓(23 assists) | Mateo Kovačić✓(41 assists) | Duje Ćaleta-Car✗(5 assists) | Petar Sučić✗(6 assists)"
"minefield","computed-defenders-career-assists","Defenders with Career assists ≥ 48 (computed snapshot, as of dataset refresh)","Raphaël Guerreiro✓(75 assists) | Trent Alexander-Arnold✓(95 assists) | Christian Günter✗(46 assists) | Federico Dimarco✗(45 assists) | Matty Cash✓(59 assists) | Achraf Hakimi✓(70 assists) | Christopher Trimmel✓(96 assists) | David Raum✓(49 assists) | Giovanni Di Lorenzo✓(48 assists) | Lucas Digne✗(40 assists) | Mitchell Weiser✓(48 assists) | Leonardo Spinazzola✗(38 assists) | Alejandro Grimaldo✓(103 assists) | Sergio Ramos✗(45 assists) | Alphonso Davies✗(43 assists) | Lucas Vázquez✓(68 assists)"
"minefield","computed-argentina-career-assists","Argentina with Career assists ≥ 30 (computed snapshot, as of dataset refresh)","Lionel Messi✓(352 assists) | Nico Paz✗(20 assists) | Lautaro Martínez✓(50 assists) | Paulo Dybala✓(89 assists) | Alexis Mac Allister✓(30 assists) | Nahuel Molina✗(20 assists) | Nicolás Tagliafico✓(34 assists) | Thiago Almada✓(37 assists) | Enzo Fernández✗(20 assists) | Juan Foyth✗(28 assists) | Ángel Di María✓(222 assists) | Giovani Lo Celso✗(29 assists) | Nicolás González✓(33 assists) | Julián Álvarez✓(50 assists) | Exequiel Palacios✗(23 assists) | Giovanni Simeone✓(31 assists)"
"minefield","computed-italy-career-assists","Italy with Career assists ≥ 43 (computed snapshot, as of dataset refresh)","Vincenzo Grifo✓(85 assists) | Matteo Politano✓(46 assists) | Nicolò Barella✓(50 assists) | Mattia Zaccagni✗(31 assists) | Domenico Berardi✓(84 assists) | Leonardo Spinazzola✗(38 assists) | Riccardo Orsolini✗(33 assists) | Lorenzo Pellegrini✓(43 assists) | Federico Dimarco✓(45 assists) | Stephan El Shaarawy✓(53 assists) | Alessandro Bastoni✗(30 assists) | Federico Bernardeschi✓(52 assists) | Federico Chiesa✓(47 assists) | Giovanni Di Lorenzo✓(48 assists) | Nicolò Zaniolo✗(27 assists) | Bryan Cristante✗(31 assists)"
"minefield","computed-france-market-value-eur","France with Market value ≥ €65.0M (computed snapshot, as of dataset refresh)","Bradley Barcola✓(€90.0M) | Aurélien Tchouaméni✓(€70.0M) | Dayot Upamecano✗(€59.4M) | Hugo Ekitike✓(€85.0M) | Marcus Thuram✗(€49.6M) | Kylian Mbappé✓(€180.0M) | Maghnes Akliouche✗(€50.0M) | Jules Koundé✗(€50.0M) | Désiré Doué✓(€90.6M) | Leny Yoro✓(€65.0M) | Eduardo Camavinga✓(€90.0M) | William Saliba✓(€90.0M) | Rayan Cherki✗(€55.0M) | Ousmane Dembélé✓(€80.0M) | Lucas Chevalier✗(€54.0M) | Michael Olise✓(€154.9M)"
"minefield","computed-argentina-career-goals","Argentina with Career goals ≥ 35 (computed snapshot, as of dataset refresh)","Nico Paz✗(33 goals) | Paulo Dybala✓(184 goals) | Julián Álvarez✓(110 goals) | Lionel Messi✓(735 goals) | Matías Soulé✗(31 goals) | Joaquín Panichelli✓(53 goals) | Santiago Castro✗(31 goals) | Giuliano Simeone✗(31 goals) | Nicolás Tagliafico✗(27 goals) | Giovani Lo Celso✗(32 goals) | Lautaro Martínez✓(175 goals) | Alexis Mac Allister✓(35 goals) | Ángel Di María✓(195 goals) | Thiago Almada✓(40 goals) | Nicolás González✓(85 goals) | Giovanni Simeone✓(95 goals)"
"minefield","computed-belgium-career-assists","Belgium with Career assists ≥ 16 (computed snapshot, as of dataset refresh)","Malick Fofana✗(12 assists) | Christian Kabasele✗(5 assists) | Amadou Onana✗(2 assists) | Mandela Keita✗(8 assists) | Youri Tielemans✓(56 assists) | Nathan De Cat✗(4 assists) | Leandro Trossard✓(70 assists) | Charles De Ketelaere✓(55 assists) | Thorgan Hazard✓(65 assists) | Koni De Winter✗(2 assists) | Kevin De Bruyne✓(215 assists) | Jérémy Doku✓(33 assists) | Johan Bakayoko✓(28 assists) | Senne Lynen✓(16 assists) | Alexis Saelemaekers✓(36 assists) | Mika Godts✓(28 assists)"
"minefield","computed-defenders-market-value-eur","Defenders with Market value ≥ €70.0M (computed snapshot, as of dataset refresh)","Jurriën Timber✓(€75.0M) | Willian Pacho✓(€76.0M) | Micky van de Ven✓(€70.0M) | Leny Yoro✗(€65.0M) | Achraf Hakimi✗(€65.0M) | Alejandro Balde✗(€59.9M) | Alessandro Bastoni✓(€75.0M) | Pau Cubarsí✓(€108.6M) | Dean Huijsen✗(€69.5M) | William Saliba✓(€90.0M) | Nuno Mendes✓(€77.0M) | Rúben Dias✓(€70.0M) | Joško Gvardiol✓(€70.0M) | Dayot Upamecano✗(€59.4M) | Álvaro Carreras✗(€58.7M) | Gabriel Magalhães✓(€75.0M)"
"minefield","computed-forwards-market-value-eur","Forwards with Market value ≥ €90.0M (computed snapshot, as of dataset refresh)","Bradley Barcola✓(€90.0M) | Alexander Isak✓(€130.0M) | Kylian Mbappé✓(€180.0M) | Rafael Leão✗(€80.0M) | Désiré Doué✓(€90.6M) | Lamine Yamal✓(€200.0M) | Lautaro Martínez✓(€90.0M) | Michael Olise✓(€154.9M) | Bukayo Saka✓(€150.0M) | Erling Haaland✓(€180.0M) | Julián Álvarez✓(€90.0M) | Vinícius Júnior✓(€150.0M) | Nico Williams✗(€80.0M) | Ousmane Dembélé✗(€80.0M) | Hugo Ekitike✗(€85.0M) | Khvicha Kvaratskhelia✓(€90.0M)"
"minefield","computed-germany-market-value-eur","Germany with Market value ≥ €40.2M (computed snapshot, as of dataset refresh)","Deniz Undav✗(€35.0M) | Jonathan Tah✓(€40.2M) | Felix Nmecha✓(€50.0M) | Kevin Schade✗(€32.0M) | Nick Woltemade✓(€64.0M) | Joshua Kimmich✗(€35.0M) | Nico Schlotterbeck✗(€38.6M) | Yann Bisseck✗(€30.0M) | Angelo Stiller✓(€45.0M) | Tom Bischof✓(€45.0M) | Malick Thiaw✓(€44.0M) | Florian Wirtz✓(€150.0M) | Kai Havertz✓(€70.0M) | Maximilian Beier✗(€38.0M) | Aleksandar Pavlović✓(€63.6M) | Jamal Musiala✓(€130.0M)"
"minefield","computed-france-career-assists","France with Career assists ≥ 50 (computed snapshot, as of dataset refresh)","Odsonne Édouard✓(50 assists) | Ludovic Blas✗(36 assists) | Kylian Mbappé✓(160 assists) | N'Golo Kanté✗(40 assists) | Marcus Thuram✗(46 assists) | Lucas Digne✗(40 assists) | Antoine Griezmann✓(130 assists) | Randal Kolo Muani✗(35 assists) | Michael Olise✓(73 assists) | Adrien Thomasson✓(54 assists) | Corentin Tolisso✗(44 assists) | Paul Pogba✓(59 assists) | Franck Honorat✓(51 assists) | Ousmane Dembélé✓(95 assists) | Karim Benzema✓(180 assists) | Christopher Nkunku✓(56 assists)"
"minefield","computed-england-career-assists","England with Career assists ≥ 42 (computed snapshot, as of dataset refresh)","Declan Rice✗(35 assists) | Jarrod Bowen✓(56 assists) | Jacob Murphy✗(41 assists) | Jude Bellingham✓(55 assists) | Trent Alexander-Arnold✓(95 assists) | Callum Wilson✗(41 assists) | Harry Kane✓(90 assists) | Bukayo Saka✓(94 assists) | Phil Foden✓(65 assists) | Harvey Barnes✓(42 assists) | Marcus Rashford✓(75 assists) | Dwight McNeil✗(37 assists) | Morgan Gibbs-White✓(54 assists) | Marcus Tavernier✗(39 assists) | Jack Grealish✓(92 assists) | Ross Barkley✗(36 assists)"
"minefield","computed-spain-market-value-eur","Spain with Market value ≥ €58.7M (computed snapshot, as of dataset refresh)","Álex Baena✗(€50.0M) | Álvaro Carreras✓(€58.7M) | Ferran Torres✗(€50.0M) | Nico Williams✓(€80.0M) | Dani Olmo✗(€55.0M) | Alejandro Balde✓(€59.9M) | Rodri✓(€90.0M) | Pedri✓(€120.0M) | Lamine Yamal✓(€200.0M) | Martín Zubimendi✗(€55.0M) | Gavi✓(€70.0M) | Fabián Ruiz✗(€41.4M) | Dean Huijsen✓(€69.5M) | Pablo Barrios✓(€60.0M) | Pau Cubarsí✓(€108.6M) | Pedro Porro✗(€42.0M)"
"minefield","computed-portugal-career-goals","Portugal with Career goals ≥ 30 (computed snapshot, as of dataset refresh)","Rafael Leão✓(75 goals) | Francisco Conceição✓(37 goals) | Fábio Silva✓(51 goals) | João Neves✗(24 goals) | Tiago Tomás✗(24 goals) | Bernardo Silva✓(116 goals) | Bruno Fernandes✓(132 goals) | Vitinha✗(25 goals) | Matheus Nunes✗(15 goals) | Pedro Neto✗(21 goals) | Cristiano Ronaldo✓(740 goals) | Raphaël Guerreiro✓(72 goals) | Nuno Mendes✗(15 goals) | Gonçalo Guedes✓(59 goals) | Gonçalo Ramos✓(65 goals) | João Palhinha✓(30 goals)"
"minefield","computed-global-career-assists","Global with Career assists ≥ 170 (computed snapshot, as of dataset refresh)","Cristiano Ronaldo✓(230 assists) | Lionel Messi✓(352 assists) | Bruno Fernandes✓(181 assists) | Robert Lewandowski✓(170 assists) | Karim Benzema✓(180 assists) | Antoine Griezmann✗(130 assists) | Ángel Di María✓(222 assists) | Thomas Müller✓(244 assists) | Neymar✓(230 assists) | Kylian Mbappé✗(160 assists) | Mohamed Salah✗(130 assists) | Riyad Mahrez✗(130 assists) | Kevin De Bruyne✓(215 assists) | Marco Reus✗(150 assists) | Luis Suárez✓(188 assists) | Joshua Kimmich✗(130 assists)"
"minefield","computed-denmark-market-value-eur","Denmark with Market value ≥ €12.0M (computed snapshot, as of dataset refresh)","Jens Stage✗(€9.7M) | Christian Nørgaard✗(€7.0M) | Adam Daghim✗(€7.0M) | Daniel Svensson✓(€19.7M) | Pierre-Emile Højbjerg✓(€12.0M) | Mathias Jensen✓(€16.0M) | Gustav Isaksen✓(€15.9M) | Morten Hjulmand✓(€32.2M) | Joachim Andersen✓(€30.0M) | Mikkel Damsgaard✓(€28.0M) | Morten Frendrup✓(€12.0M) | Nikolas Nartey✗(€3.5M) | Rasmus Højlund✓(€50.0M) | Mads Hermansen✓(€14.0M) | Conrad Harder✓(€18.7M) | Joakim Mæhle✗(€10.0M)"
"minefield","computed-defenders-career-goals","Defenders with Career goals ≥ 40 (computed snapshot, as of dataset refresh)","Nico Schlotterbeck✗(36 goals) | Achraf Hakimi✓(45 goals) | Nemanja Gudelj✓(41 goals) | Willi Orbán✗(37 goals) | Przemysław Frankowski✓(55 goals) | Virgil van Dijk✓(45 goals) | Marquinhos✓(45 goals) | Alejandro Grimaldo✓(63 goals) | Emre Can✓(40 goals) | Yerry Mina✗(38 goals) | Adam Marušić✗(36 goals) | Fabian Schär✗(37 goals) | Raphaël Guerreiro✓(72 goals) | Sergio Ramos✓(109 goals) | Christopher Trimmel✓(49 goals) | Patrick Mainka✗(35 goals)"
"minefield","computed-forwards-career-assists","Forwards with Career assists ≥ 130 (computed snapshot, as of dataset refresh)","Ousmane Dembélé✗(95 assists) | Robert Lewandowski✓(170 assists) | Karim Benzema✓(180 assists) | Sadio Mané✗(110 assists) | Leroy Sané✗(117 assists) | Cristiano Ronaldo✓(230 assists) | Neymar✓(230 assists) | Kylian Mbappé✓(160 assists) | Pierre-Emerick Aubameyang✗(100 assists) | Antoine Griezmann✓(130 assists) | Mohamed Salah✓(130 assists) | Cristhian Stuani✗(113 assists) | Riyad Mahrez✓(130 assists) | Pedro✗(111 assists) | Lionel Messi✓(352 assists) | Luis Suárez✓(188 assists)"
"minefield","computed-belgium-market-value-eur","Belgium with Market value ≥ €20.0M (computed snapshot, as of dataset refresh)","Amadou Onana✓(€50.0M) | Mandela Keita✓(€20.0M) | Alexis Saelemaekers✓(€22.5M) | Leandro Trossard✓(€20.0M) | Jérémy Doku✓(€70.0M) | Matz Sels✗(€15.0M) | Mika Godts✓(€45.0M) | Charles De Ketelaere✓(€38.0M) | Youri Tielemans✓(€38.0M) | Kevin De Bruyne✗(€15.0M) | Johan Bakayoko✓(€30.0M) | Thibaut Courtois✗(€15.0M) | Maarten Vandevoordt✗(€7.6M) | Malick Fofana✓(€31.0M) | Koni De Winter✓(€23.0M) | Senne Lynen✗(€9.6M)"
"minefield","computed-brazil-career-assists","Brazil with Career assists ≥ 40 (computed snapshot, as of dataset refresh)","Gabriel Jesus✓(74 assists) | João Pedro✗(22 assists) | Bruno Guimarães✓(52 assists) | Raphinha✓(89 assists) | Matheus Cunha✗(33 assists) | Dodô✗(22 assists) | Rodrygo✓(50 assists) | David Neres✓(65 assists) | Vinícius Júnior✓(85 assists) | Joelinton✗(21 assists) | Igor Paixão✓(42 assists) | Casemiro✗(30 assists) | Richarlison✓(40 assists) | Neymar✓(230 assists) | Antony✓(42 assists) | Gabriel Martinelli✗(39 assists)"
"minefield","computed-argentina-market-value-eur","Argentina with Market value ≥ €30.0M (computed snapshot, as of dataset refresh)","Lautaro Martínez✓(€90.0M) | Alexis Mac Allister✓(€65.0M) | Lisandro Martínez✓(€39.0M) | Julián Álvarez✓(€90.0M) | Santiago Castro✓(€33.3M) | Matías Soulé✓(€32.0M) | Equi Fernández✗(€22.2M) | Facundo Medina✗(€20.0M) | Giuliano Simeone✓(€43.9M) | Nico Paz✓(€60.0M) | Nicolás González✗(€22.5M) | Exequiel Palacios✗(€29.4M) | Thiago Almada✗(€22.0M) | Joaquín Panichelli✓(€30.0M) | Máximo Perrone✗(€20.0M) | Enzo Fernández✓(€80.0M)"
"minefield","computed-global-market-value-eur","Global with Market value ≥ €130.0M (computed snapshot, as of dataset refresh)","Pedri✗(€120.0M) | Declan Rice✗(€100.0M) | Cole Palmer✗(€120.0M) | Michael Olise✓(€154.9M) | Bukayo Saka✓(€150.0M) | Vinícius Júnior✓(€150.0M) | Jamal Musiala✓(€130.0M) | Alexander Isak✓(€130.0M) | Lamine Yamal✓(€200.0M) | Florian Wirtz✓(€150.0M) | Pau Cubarsí✗(€108.6M) | Erling Haaland✓(€180.0M) | Phil Foden✗(€110.0M) | Vitinha✓(€130.0M) | Jude Bellingham✓(€180.0M) | Kylian Mbappé✓(€180.0M)"
"minefield","computed-portugal-career-assists","Portugal with Career assists ≥ 20 (computed snapshot, as of dataset refresh)","Gonçalo Ramos✓(20 assists) | Gonçalo Guedes✓(46 assists) | Rafael Leão✓(65 assists) | Francisco Conceição✓(20 assists) | Raphaël Guerreiro✓(75 assists) | Fábio Silva✓(26 assists) | Vitinha✗(19 assists) | Cristiano Ronaldo✓(230 assists) | Pedro Neto✓(32 assists) | Bruno Fernandes✓(181 assists) | Diogo Dalot✗(16 assists) | Nuno Tavares✗(13 assists) | Bernardo Silva✓(106 assists) | João Neves✗(18 assists) | Nuno Mendes✗(19 assists) | Matheus Nunes✓(32 assists)"
"minefield","computed-brazil-career-goals","Brazil with Career goals ≥ 66 (computed snapshot, as of dataset refresh)","Matheus Cunha✓(66 goals) | Antony✗(55 goals) | Igor Paixão✗(64 goals) | Richarlison✓(126 goals) | Rodrygo✓(77 goals) | Raphinha✓(145 goals) | David Neres✓(79 goals) | Evanilson✗(60 goals) | João Pedro✗(63 goals) | Igor Thiago✓(71 goals) | Joelinton✗(49 goals) | Gabriel Martinelli✓(72 goals) | Casemiro✗(50 goals) | Gabriel Jesus✓(161 goals) | Neymar✓(440 goals) | Vinícius Júnior✓(110 goals)"
"minefield","computed-croatia-market-value-eur","Croatia with Market value ≥ €6.8M (computed snapshot, as of dataset refresh)","Andrej Kramarić✗(€2.4M) | Luka Modrić✗(€2.0M) | Kristijan Jakić✗(€6.2M) | Marin Ljubičić✗(€4.8M) | Petar Sučić✓(€29.8M) | Nikola Moro✗(€6.4M) | Lovro Majer✓(€23.0M) | Marin Pongračić✓(€6.8M) | Martin Baturina✓(€30.0M) | Mario Pašalić✓(€7.0M) | Igor Matanović✓(€9.6M) | Joško Gvardiol✓(€70.0M) | Nikola Vlašić✓(€8.8M) | Josip Stanišić✓(€29.0M) | Duje Ćaleta-Car✗(€2.9M) | Mateo Kovačić✓(€10.0M)"
"minefield","computed-germany-career-goals","Germany with Career goals ≥ 98 (computed snapshot, as of dataset refresh)","Jonas Hofmann✗(71 goals) | Mario Götze✓(116 goals) | Leroy Sané✓(150 goals) | Tim Kleindienst✓(116 goals) | Serge Gnabry✓(107 goals) | Deniz Undav✓(182 goals) | Nadiem Amiri✗(66 goals) | Lucas Höler✗(91 goals) | Florian Wirtz✗(65 goals) | Kai Havertz✓(111 goals) | Leon Goretzka✗(86 goals) | Niclas Füllkrug✓(117 goals) | Marius Bülter✓(98 goals) | Thomas Müller✓(256 goals) | Marco Reus✓(231 goals) | Jamal Musiala✗(70 goals)"
"minefield","computed-denmark-career-assists","Denmark with Career assists ≥ 19 (computed snapshot, as of dataset refresh)","Pierre-Emile Højbjerg✓(21 assists) | Rasmus Højlund✗(9 assists) | Adam Daghim✗(12 assists) | Mathias Jensen✓(32 assists) | Morten Hjulmand✓(24 assists) | Joakim Mæhle✓(35 assists) | Andreas Albers✓(40 assists) | Conrad Harder✗(11 assists) | Joachim Andersen✗(9 assists) | Christian Nørgaard✓(19 assists) | Daniel Svensson✓(22 assists) | Morten Frendrup✗(8 assists) | Mikkel Damsgaard✓(46 assists) | Christian Eriksen✓(86 assists) | Gustav Isaksen✗(15 assists) | Jens Stage✓(20 assists)"
"minefield","computed-england-career-goals","England with Career goals ≥ 85 (computed snapshot, as of dataset refresh)","Jacob Murphy✗(64 goals) | Matt Crooks✗(74 goals) | Dominic Calvert-Lewin✓(109 goals) | Harry Kane✓(370 goals) | Mason Mount✗(59 goals) | Marcus Rashford✓(140 goals) | Jack Grealish✗(59 goals) | Danny Welbeck✓(90 goals) | Bukayo Saka✓(117 goals) | Dominic Solanke✓(109 goals) | Phil Foden✓(85 goals) | Harvey Barnes✗(84 goals) | Jude Bellingham✓(85 goals) | Callum Wilson✓(137 goals) | Morgan Gibbs-White✗(57 goals) | Jarrod Bowen✓(120 goals)"
"minefield","computed-england-market-value-eur","England with Market value ≥ €60.0M (computed snapshot, as of dataset refresh)","Cole Palmer✓(€120.0M) | Elliot Anderson✓(€70.0M) | Harry Kane✓(€65.0M) | Adam Wharton✓(€61.7M) | Levi Colwill✗(€47.0M) | Noni Madueke✗(€50.0M) | Reece James✗(€48.0M) | Trent Alexander-Arnold✗(€55.0M) | Marcus Rashford✗(€55.0M) | Phil Foden✓(€110.0M) | Morgan Rogers✓(€80.0M) | Morgan Gibbs-White✓(€60.0M) | Bukayo Saka✓(€150.0M) | Jarrad Branthwaite✗(€50.0M) | Declan Rice✓(€100.0M) | Jude Bellingham✓(€180.0M)"
"minefield","computed-denmark-career-goals","Denmark with Career goals ≥ 15 (computed snapshot, as of dataset refresh)","Christian Eriksen✓(84 goals) | Nikolas Nartey✗(10 goals) | Jens Stage✓(51 goals) | Adam Daghim✓(15 goals) | Mathias Jensen✓(29 goals) | Conrad Harder✓(15 goals) | Pierre-Emile Højbjerg✓(15 goals) | Daniel Svensson✗(14 goals) | Andreas Albers✓(108 goals) | Christian Nørgaard✓(24 goals) | Morten Hjulmand✗(13 goals) | Mikkel Damsgaard✓(31 goals) | Mikkel Kaufmann✓(26 goals) | Gustav Isaksen✓(35 goals) | Rasmus Højlund✓(42 goals) | Joakim Mæhle✓(15 goals)"
"minefield","computed-brazil-market-value-eur","Brazil with Market value ≥ €45.0M (computed snapshot, as of dataset refresh)","Savinho✓(€45.0M) | João Pedro✓(€73.0M) | Evanilson✗(€40.0M) | Bruno Guimarães✓(€80.0M) | Gabriel Martinelli✓(€55.0M) | Andrey Santos✓(€45.0M) | Matheus Cunha✓(€68.0M) | Gleison Bremer✓(€54.0M) | Vinícius Júnior✓(€150.0M) | Igor Paixão✗(€35.0M) | Gabriel Jesus✗(€35.0M) | Rodrygo✓(€80.0M) | Murillo✓(€45.0M) | Raphinha✓(€70.0M) | Gabriel Magalhães✓(€75.0M) | Igor Thiago✗(€35.0M)"
"minefield","computed-midfielders-career-goals","Midfielders with Career goals ≥ 112 (computed snapshot, as of dataset refresh)","Thomas Müller✓(256 goals) | Ángel Di María✓(195 goals) | Nikola Vlašić✗(88 goals) | Ruslan Malinovskyi✗(88 goals) | Jude Bellingham✗(85 goals) | Leon Goretzka✗(86 goals) | Harry Wilson✓(112 goals) | Teun Koopmeiners✗(89 goals) | Kevin De Bruyne✓(115 goals) | Henrikh Mkhitaryan✓(112 goals) | Marco Reus✓(231 goals) | Mario Götze✓(116 goals) | Bernardo Silva✓(116 goals) | Hakan Çalhanoğlu✓(135 goals) | Bruno Fernandes✓(132 goals) | Lee Jae-sung✗(90 goals)"
"minefield","computed-global-career-goals","Global with Career goals ≥ 350 (computed snapshot, as of dataset refresh)","Pierre-Emerick Aubameyang✓(374 goals) | Edinson Cavani✓(377 goals) | Harry Kane✓(370 goals) | Erling Haaland✗(260 goals) | Radamel Falcao✗(241 goals) | Karim Benzema✓(380 goals) | Mohamed Salah✗(280 goals) | Luis Suárez✓(426 goals) | Robert Lewandowski✓(660 goals) | Kylian Mbappé✓(350 goals) | Antoine Griezmann✗(280 goals) | Cristiano Ronaldo✓(740 goals) | Thomas Müller✗(256 goals) | Neymar✓(440 goals) | Lionel Messi✓(735 goals) | Marco Reus✗(231 goals)"
"minefield","computed-germany-career-assists","Germany with Career assists ≥ 55 (computed snapshot, as of dataset refresh)","Jonas Hofmann✗(53 assists) | Leon Goretzka✓(68 assists) | Julian Brandt✓(55 assists) | Joshua Kimmich✓(130 assists) | Serge Gnabry✗(47 assists) | Kai Havertz✓(65 assists) | Christian Günter✗(46 assists) | David Raum✗(49 assists) | Mario Götze✓(105 assists) | Leroy Sané✓(117 assists) | Nadiem Amiri✗(47 assists) | Marco Reus✓(150 assists) | Mitchell Weiser✗(48 assists) | Deniz Undav✓(64 assists) | Florian Wirtz✓(55 assists) | Thomas Müller✓(244 assists)"
"minefield","computed-midfielders-market-value-eur","Midfielders with Market value ≥ €100.0M (computed snapshot, as of dataset refresh)","Enzo Fernández✗(€80.0M) | Ryan Gravenberch✗(€95.0M) | Vitinha✓(€130.0M) | Moisés Caicedo✗(€90.0M) | Eduardo Camavinga✗(€90.0M) | Pedri✓(€120.0M) | Florian Wirtz✓(€150.0M) | Jamal Musiala✓(€130.0M) | Rodri✗(€90.0M) | Federico Valverde✓(€100.0M) | Martin Ødegaard✗(€90.0M) | Jude Bellingham✓(€180.0M) | Declan Rice✓(€100.0M) | Dominik Szoboszlai✓(€100.0M) | Cole Palmer✓(€120.0M) | Phil Foden✓(€110.0M)"
"minefield","computed-belgium-career-goals","Belgium with Career goals ≥ 20 (computed snapshot, as of dataset refresh)","Charles De Ketelaere✓(70 goals) | Leandro Trossard✓(116 goals) | Thorgan Hazard✓(80 goals) | Youri Tielemans✓(57 goals) | Nathan De Cat✗(2 goals) | Jérémy Doku✓(22 goals) | Johan Bakayoko✓(48 goals) | Christian Kabasele✗(19 goals) | Senne Lynen✗(8 goals) | Malick Fofana✓(20 goals) | Ameen Al Dakhil✗(1 goals) | Kevin De Bruyne✓(115 goals) | Mika Godts✓(26 goals) | Amadou Onana✗(14 goals) | Alexis Saelemaekers✓(29 goals) | Koni De Winter✗(6 goals)"
